code,type,neighborhood,rent_value,condominium_value,property_tax,bedrooms,suites,bathrooms,parking_spaces,private_area,furnished,amenities,latitude,longitude
328,APARTMENT,Vila Pompéia,3280,880,160,3,0,1,2,75,False,[],-23.530753,-46.688148
329,APARTMENT,Vila Anglo Brasileira,2800,1048,180,3,0,2,2,80,False,[],-23.533945,-46.693151
332,APARTMENT,Perdizes,4500,2600,865,4,2,3,3,184,False,"['AIR_CONDITIONING', 'DEPOSIT', 'RECEPTION']",-23.536513,-46.674865
335,APARTMENT,Perdizes,4000,1200,200,3,0,2,2,122,True,"['FURNISHED', 'POOL', 'BALCONY', 'GYM', 'BARBECUE_GRILL']",-23.534958,-46.671639
336,APARTMENT,Vila Pompéia,2600,907,133,2,1,2,2,60,False,"['POOL', 'BARBECUE_GRILL', 'KITCHEN', 'PLAYGROUND', 'PARTY_HALL']",-23.5293,-46.687326
338,APARTMENT,Sumarezinho,4390,798,202,2,0,1,1,58,False,"['SERVICE_AREA', 'PARTY_HALL']",-23.545899,-46.692587
339,APARTMENT,Pinheiros,4485,780,100,2,0,1,1,90,False,"['SERVICE_AREA', 'PLAYGROUND', 'SPORTS_COURT']",-23.56186,-46.674539
340,APARTMENT,Higienópolis,3785,1432,400,3,1,1,1,123,False,"['SERVICE_AREA', 'PARTY_HALL']",-23.546294,-46.653694
345,APARTMENT,Perdizes,3800,1046,422,2,1,3,2,87,False,['RECEPTION'],-23.534292,-46.683758
353,APARTMENT,Perdizes,2300,990,240,2,0,2,1,103,False,"['ELEVATOR', 'KITCHEN', 'SERVICE_AREA', 'INTERCOM']",-23.531984,-46.663821
354,APARTMENT,Pinheiros,4500,978,2600,2,0,2,1,66,False,"['RECEPTION', 'PAY_PER_USE_SERVICES']",-23.563438,-46.684919
357,APARTMENT,Pinheiros,4990,1100,187,2,1,2,1,100,False,"['POOL', 'GOURMET_BALCONY', 'SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL']",-23.556764,-46.680886
358,APARTMENT,Liberdade,3200,585,264,3,1,2,2,81,False,"['POOL', 'GYM', 'BARBECUE_GRILL', 'ELEVATOR', 'GATED_COMMUNITY']",-23.560154,-46.634183
359,APARTMENT,Higienópolis,3990,4396,1170,3,2,4,2,180,False,"['POOL', 'AIR_CONDITIONING', 'PARTY_HALL', 'ADULT_POOL']",-23.545204,-46.654637
363,APARTMENT,Vila Madalena,2400,1200,150,2,0,2,1,120,False,"['ELEVATOR', 'GATED_COMMUNITY', 'SERVICE_AREA', 'PETS_ALLOWED', 'GARDEN']",-23.547931,-46.693109
364,APARTMENT,Pinheiros,2600,787,273,2,0,2,1,100,False,[],-23.5602,-46.680668
368,APARTMENT,Perdizes,4500,1100,400,3,1,4,2,128,False,"['POOL', 'BALCONY', 'GYM', 'BARBECUE_GRILL', 'AIR_CONDITIONING']",-23.536821,-46.678588
371,APARTMENT,Vila Madalena,2000,1156,204,2,0,1,1,77,False,"['PLAYGROUND', 'PARTY_HALL']",-23.550818,-46.692036
374,APARTMENT,Perdizes,3200,980,190,3,1,3,2,110,False,"['BALCONY', 'GYM', 'ELEVATOR', 'GATED_COMMUNITY', 'GARDEN']",-23.531373,-46.684195
377,APARTMENT,Vila Pompéia,2500,1030,900,2,1,3,1,100,False,"['KITCHEN', 'SERVICE_AREA']",-23.528262,-46.681693
379,APARTMENT,Santa Cecília,3485,624,23,2,1,2,1,70,False,"['SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL']",-23.534813,-46.656062
380,APARTMENT,Higienópolis,3185,1381,340,2,0,1,1,90,False,['SERVICE_AREA'],-23.547894,-46.653173
381,APARTMENT,Pinheiros,3185,998,286,2,0,1,1,69,False,['PARTY_HALL'],-23.5529,-46.677953
383,APARTMENT,Perdizes,4000,1500,387,3,1,3,2,160,False,[],-23.540668,-46.670422
385,APARTMENT,Pinheiros,4470,923,184,2,0,1,1,45,True,"['FURNISHED', 'SERVICE_AREA', 'PARTY_HALL', 'ADULT_GAME_ROOM']",-23.562263,-46.684141
390,APARTMENT,Consolação,2100,2500,300,2,1,2,1,65,True,"['FURNISHED', 'POOL', 'GYM', 'AIR_CONDITIONING', 'ELEVATOR']",-23.550473,-46.650441
392,APARTMENT,Perdizes,3185,1393,414,3,1,2,2,126,False,"['SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL', 'ADULT_GAME_ROOM']",-23.542183,-46.674397
398,APARTMENT,Pinheiros,4485,900,370,2,1,2,2,65,False,"['AIR_CONDITIONING', 'SERVICE_AREA']",-23.563611,-46.685912
399,APARTMENT,Vila Pompéia,3290,1129,240,2,2,3,2,70,False,"['SERVICE_AREA', 'PARTY_HALL', 'ADULT_GAME_ROOM']",-23.532724,-46.684407
400,APARTMENT,Pinheiros,4240,1180,115,3,1,2,1,117,False,"['SERVICE_AREA', 'PARTY_HALL', 'SPORTS_COURT']",-23.554322,-46.682339
401,APARTMENT,Pinheiros,3000,915,104,2,1,2,1,100,False,"['GARAGE', 'KITCHEN']",-23.56135,-46.683822
403,APARTMENT,Liberdade,405000,623,0,2,0,1,0,70,False,[],-23.559264,-46.634776
410,APARTMENT,Sumarezinho,4400,798,202,2,1,1,1,58,False,"['POOL', 'GYM', 'ELEVATOR', 'GATED_COMMUNITY', 'GOURMET_SPACE']",-23.545899,-46.692587
411,APARTMENT,Aclimação,1800,594,0,2,0,1,1,60,False,"['ELEVATOR', 'PETS_ALLOWED', 'INTERCOM']",-23.5633,-46.630622
412,APARTMENT,Perdizes,3200,1393,416,3,1,3,2,126,False,"['POOL', 'BARBECUE_GRILL', 'KITCHEN', 'SECURITY_24_HOURS', 'PLAYGROUND']",-23.542183,-46.674397
415,APARTMENT,Vila Madalena,2000,411,85,2,0,1,1,48,False,[],-23.554825,-46.694834
416,APARTMENT,Pompeia,2800,1023,972,3,1,1,1,83,False,[],-23.540334,-46.679911
418,APARTMENT,Perdizes,2500,2124,430,3,1,3,2,137,False,"['KITCHEN', 'PARTY_HALL', 'LAUNDRY', 'COPA']",-23.53132,-46.66779
425,APARTMENT,Liberdade,2300,600,30,2,1,1,1,55,False,"['BALCONY', 'SERVICE_AREA', 'GARDEN', 'PARTY_HALL', 'BUILTIN_WARDROBE']",-23.558783,-46.632902
429,APARTMENT,Perdizes,4990,2200,685,2,1,3,2,157,False,"['AIR_CONDITIONING', 'SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL', 'ADULT_GAME_ROOM']",-23.534372,-46.670874
434,APARTMENT,Vila Pompéia,3585,950,270,3,1,2,2,80,False,"['SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL', 'ADULT_GAME_ROOM']",-23.52737,-46.683508
435,APARTMENT,Liberdade,3000,370,160,3,-,2,1,104,False,[],-23.563152,-46.636424
436,APARTMENT,Pinheiros,4085,1250,250,2,1,2,2,76,False,"['PARTY_HALL', 'SPORTS_COURT']",-23.56042,-46.688519
441,APARTMENT,Perdizes,4500,1350,380,3,1,3,2,80,False,"['POOL', 'BALCONY', 'GYM', 'BARBECUE_GRILL', 'ELEVATOR']",-23.534012,-46.667539
442,APARTMENT,Vila Pompéia,4400,1151,521,3,1,3,2,105,False,"['POOL', 'BALCONY', 'GYM', 'BARBECUE_GRILL', 'ELEVATOR']",-23.530094,-46.687399
446,APARTMENT,Perdizes,4500,2120,890,2,2,3,3,114,False,"['GOURMET_BALCONY', 'GARAGE', 'ELEVATOR', 'KITCHEN', 'HEATING']",-23.536513,-46.674865
447,APARTMENT,Vila Pompéia,3290,1129,240,2,2,3,2,70,False,"['SERVICE_AREA', 'PARTY_HALL', 'ADULT_GAME_ROOM']",-23.532724,-46.684407
448,APARTMENT,Vila Madalena,3500,1100,337,3,1,1,2,83,False,"['ELEVATOR', 'KITCHEN']",-23.546278,-46.694569
450,APARTMENT,Pinheiros,3700,1390,252,2,1,2,2,75,False,"['ELEVATOR', 'PARTY_HALL']",-23.563956,-46.680807
454,APARTMENT,Perdizes,2900,1100,230,2,2,3,2,70,False,"['POOL', 'GYM', 'BARBECUE_GRILL', 'ELEVATOR', 'GATED_COMMUNITY']",-23.529047,-46.681563
456,APARTMENT,Pinheiros,3700,900,1300,3,0,2,1,72,False,"['BALCONY', 'KITCHEN', 'PLAYGROUND', 'PARTY_HALL', 'SPORTS_COURT']",-23.561698,-46.685997
462,APARTMENT,Pinheiros,3885,1200,350,2,1,2,1,75,False,"['SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL', 'ADULT_GAME_ROOM']",-23.550998,-46.693692
464,APARTMENT,Pinheiros,2500,0,514,2,-,1,-,90,False,[],-23.562306,-46.685238
465,APARTMENT,Santa Cecília,4800,1980,4500,3,1,4,1,225,False,"['RECEPTION', 'PAY_PER_USE_SERVICES']",-23.534561,-46.659955
468,APARTMENT,Perdizes,2600,880,0,2,1,2,2,67,False,"['POOL', 'GYM', 'BARBECUE_GRILL', 'ELEVATOR', 'GATED_COMMUNITY']",-23.53191,-46.674741
473,APARTMENT,Sumarezinho,4835,1336,242,2,1,2,1,97,False,"['POOL', 'AIR_CONDITIONING', 'SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL']",-23.55313,-46.690039
476,APARTMENT,Higienópolis,4000,2324,612,2,0,2,1,140,False,"['ELEVATOR', 'GATED_COMMUNITY', 'GARDEN']",-23.543324,-46.656889
478,APARTMENT,Perdizes,2700,1774,672,2,1,3,2,229,False,"['POOL', 'GYM', 'ELEVATOR', 'GATED_COMMUNITY', 'SERVICE_AREA']",-23.52941,-46.677806
479,APARTMENT,Perdizes,2100,1520,120,2,0,2,1,89,False,[],-23.534958,-46.671639
484,APARTMENT,Pinheiros,2600,1033,101,2,0,1,1,85,False,"['GARAGE', 'KITCHEN', 'SERVICE_AREA', 'INTERCOM']",-23.559658,-46.672091
486,APARTMENT,Higienópolis,4490,1980,330,3,1,2,1,128,False,"['AIR_CONDITIONING', 'SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL']",-23.54347,-46.657623
490,APARTMENT,Perdizes,2700,750,292,2,-,2,1,70,False,"['POOL', 'BALCONY', 'GYM', 'BARBECUE_GRILL', 'AIR_CONDITIONING']",-23.535731,-46.683251
493,APARTMENT,Vila Buarque,3800,1117,47,2,-,1,1,57,True,"['FURNISHED', 'SERVICE_AREA', 'PARTY_HALL', 'DINNER_ROOM']",-23.543765,-46.649737
494,APARTMENT,Água Branca,3200,658,149,2,-,1,1,60,False,"['POOL', 'BALCONY', 'SERVICE_AREA', 'KITCHEN_CABINETS', 'INTERCOM']",-23.523121,-46.683059
495,APARTMENT,Perdizes,4530,2400,500,3,1,2,1,200,False,"['BARBECUE_GRILL', 'AIR_CONDITIONING', 'ELEVATOR', 'SERVICE_AREA', 'PARTY_HALL']",-23.539611,-46.67038
498,APARTMENT,Higienópolis,4200,2200,500,3,1,4,2,144,False,"['KITCHEN', 'PLAYGROUND', 'PARTY_HALL', 'COPA']",-23.546138,-46.656315
499,APARTMENT,Higienópolis,3985,4396,1170,3,2,4,2,180,False,"['POOL', 'AIR_CONDITIONING', 'PARTY_HALL', 'ADULT_POOL']",-23.545204,-46.654637
502,APARTMENT,Vila Madalena,3360,721,80,2,-,1,1,57,True,"['FURNISHED', 'POOL', 'GYM', 'ELEVATOR', 'GATED_COMMUNITY']",-23.540833,-46.706647
503,APARTMENT,Vila Anglo Brasileira,4500,1250,360,3,1,3,2,110,True,"['FURNISHED', 'POOL', 'BALCONY', 'GYM', 'BARBECUE_GRILL']",-23.533283,-46.692467
505,APARTMENT,Sumarezinho,4300,1400,320,3,1,3,2,91,False,[],-23.553721,-46.689474
507,APARTMENT,Pinheiros,3500,700,0,2,-,2,0,99,False,"['POOL', 'PLAYGROUND', 'PARTY_HALL']",-23.562563,-46.675485
512,APARTMENT,Perdizes,3185,1155,381,2,1,2,2,78,False,"['SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL', 'SPORTS_COURT']",-23.533362,-46.672484
514,APARTMENT,Pinheiros,4490,1559,399,2,1,2,2,71,False,"['PLAYGROUND', 'PARTY_HALL', 'ADULT_GAME_ROOM']",-23.550998,-46.693692
515,APARTMENT,Consolação,3000,933,136,2,1,2,1,93,False,['RECEPTION'],-23.550567,-46.660118
516,APARTMENT,Perdizes,3200,1200,400,3,1,3,2,80,False,"['POOL', 'BARBECUE_GRILL', 'ELEVATOR', 'GATED_COMMUNITY', 'SERVICE_AREA']",-23.533362,-46.672484
518,APARTMENT,Sumarezinho,4600,694,180,2,-,2,1,58,True,"['FURNISHED', 'POOL', 'BALCONY', 'BARBECUE_GRILL', 'SERVICE_AREA']",-23.545571,-46.693117
520,APARTMENT,Perdizes,4900,739,407,3,1,3,1,108,False,"['BALCONY', 'BARBECUE_GRILL', 'ELEVATOR', 'GATED_COMMUNITY', 'GOURMET_SPACE']",-23.53397,-46.680288
534,APARTMENT,Loteamento Caminhos de São Conrado (Sousas),1500,550,50,2,0,1,0,57,False,"['ELEVATOR', 'KITCHEN_CABINETS']",-22.864857,-46.973646
536,APARTMENT,Consolação,3500,2201,565,3,1,2,1,186,False,"['BALCONY', 'KITCHEN', 'SERVICE_AREA']",-23.551466,-46.66087
538,APARTMENT,Santa Cecília,3490,624,23,2,1,1,1,70,False,"['SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL']",-23.534813,-46.656062
539,APARTMENT,Liberdade,1700,580,30,2,-,2,1,70,False,"['POOL', 'GYM', 'ELEVATOR', 'GATED_COMMUNITY', 'PETS_ALLOWED']",-23.557895,-46.631205
540,APARTMENT,Consolação,4985,3050,1160,3,3,3,2,160,True,"['FURNISHED', 'BARBECUE_GRILL', 'AIR_CONDITIONING', 'SERVICE_AREA', 'PLAYGROUND']",-23.548164,-46.657844
541,APARTMENT,Pinheiros,1800,560,0,2,0,1,1,57,False,[],-23.554115,-46.678198
546,APARTMENT,Perdizes,2900,800,60,3,0,2,1,85,False,"['ELEVATOR', 'GATED_COMMUNITY', 'SERVICE_AREA', 'PETS_ALLOWED', 'PARTY_HALL']",-23.536306,-46.682316
547,APARTMENT,Sumarezinho,3200,1460,150,3,0,1,2,140,False,"['ELEVATOR', 'BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.541733,-46.696302
550,APARTMENT,Perdizes,1900,1280,245,3,0,2,0,110,False,[],-23.534441,-46.665779
551,APARTMENT,Vila Pompéia,3485,1100,480,2,1,2,2,75,False,"['SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL', 'SPORTS_COURT', 'ADULT_GAME_ROOM']",-23.527387,-46.684087
553,APARTMENT,Pinheiros,3234,729,138,2,0,1,1,64,False,"['POOL', 'GYM', 'BARBECUE_GRILL', 'ELEVATOR', 'GOURMET_SPACE']",-23.555684,-46.678293
555,APARTMENT,Cerqueira César,2900,1089,151,3,0,3,1,106,False,"['ELEVATOR', 'KITCHEN', 'SERVICE_AREA', 'INTERCOM', 'CABLE_TV']",-23.55527,-46.682418
557,APARTMENT,Perdizes,1700,525,1510,2,0,1,0,80,False,['GARDEN'],-23.536799,-46.675534
559,APARTMENT,Pinheiros,2200,340,0,2,-,1,1,54,False,"['GATED_COMMUNITY', 'PARTY_HALL']",-23.556127,-46.694604
564,APARTMENT,Consolação,4490,1972,280,3,0,2,1,130,False,"['SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL']",-23.548476,-46.660136
565,APARTMENT,Perdizes,4800,636,119,2,1,2,1,70,False,['ELEVATOR'],-23.537952,-46.67931
566,APARTMENT,Pinheiros,2000,1288,282,2,0,2,1,94,False,"['BALCONY', 'ELEVATOR']",-23.568517,-46.69074
568,APARTMENT,Vila Buarque,2850,850,2400,2,1,2,1,50,False,[],-23.540967,-46.654335
575,APARTMENT,Liberdade,1900,512,45,2,0,1,1,60,False,"['BALCONY', 'KITCHEN', 'SERVICE_AREA', 'SECURITY_24_HOURS']",-23.559866,-46.636315
582,APARTMENT,Higienópolis,4000,1900,299,3,1,3,1,130,False,[],-23.543558,-46.656787
584,APARTMENT,Vila Pompéia,3500,1300,157,2,2,3,2,82,False,"['POOL', 'GYM', 'BARBECUE_GRILL', 'ELEVATOR', 'GOURMET_SPACE']",-23.53751,-46.687756
585,APARTMENT,Vila Pompéia,2500,750,200,3,1,2,2,70,False,[],-23.528912,-46.685803
590,APARTMENT,Pinheiros,4490,1849,637,3,1,2,2,130,False,"['SERVICE_AREA', 'PARTY_HALL', 'CLOSET']",-23.55913,-46.689437
592,APARTMENT,Perdizes,4800,636,157,2,1,1,1,70,False,"['ELEVATOR', 'KITCHEN', 'GATED_COMMUNITY', 'SERVICE_AREA', 'INTERCOM']",-23.537952,-46.67931
599,APARTMENT,Liberdade,2200,575,152,2,1,2,1,55,False,"['POOL', 'BALCONY', 'BARBECUE_GRILL', 'ELEVATOR', 'PLAYGROUND']",-23.556144,-46.629035
604,APARTMENT,Sumarezinho,3000,1437,192,2,-,2,1,86,False,"['KITCHEN', 'SECURITY_24_HOURS', 'INTERCOM']",-23.551054,-46.690824
606,APARTMENT,Pinheiros,4285,1370,345,3,1,1,2,104,True,"['FURNISHED', 'SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL', 'SPORTS_COURT']",-23.57112,-46.696268
608,APARTMENT,Pinheiros,5000,1310,112,3,1,3,1,112,False,[],-23.565142,-46.679746
616,APARTMENT,Perdizes,2500,1426,333,2,1,3,1,100,False,"['GARAGE', 'GARDEN', 'PLAYGROUND', 'PARTY_HALL']",-23.534733,-46.668748
618,APARTMENT,Sumarezinho,4785,1300,279,2,2,4,2,83,True,"['FURNISHED', 'SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL', 'SPORTS_COURT']",-23.553721,-46.689474
619,APARTMENT,Consolação,4990,3050,1160,3,3,3,2,160,True,"['FURNISHED', 'BARBECUE_GRILL', 'AIR_CONDITIONING', 'SERVICE_AREA', 'PLAYGROUND']",-23.548164,-46.657844
624,APARTMENT,Perdizes,3500,630,263,2,1,2,1,66,False,"['POOL', 'BALCONY', 'GYM', 'BARBECUE_GRILL', 'ELEVATOR']",-23.533551,-46.668058
629,APARTMENT,Perdizes,3185,1665,316,3,2,2,1,108,False,"['POOL', 'PLAYGROUND', 'PARTY_HALL', 'ADULT_POOL']",-23.53773,-46.672179
630,APARTMENT,Higienópolis,4500,2300,1050,3,1,4,2,110,False,['BALCONY'],-23.5463,-46.660316
631,APARTMENT,Higienópolis,3000,1805,297,3,1,3,1,118,False,"['BALCONY', 'ELEVATOR', 'GATED_COMMUNITY', 'SERVICE_AREA', 'GARDEN']",-23.546876,-46.654322
635,APARTMENT,Perdizes,5000,4000,1105,4,3,5,3,176,False,[],-23.533801,-46.680282
639,APARTMENT,Pinheiros,3500,1100,,3,1,3,1,105,False,[],-23.56135,-46.683822
640,APARTMENT,Higienópolis,4500,1999,298,3,0,3,1,127,False,"['BALCONY', 'SERVICE_AREA', 'INTERCOM']",-23.543372,-46.657562
642,APARTMENT,Pinheiros,2800,1049,149,3,-,1,2,78,False,"['POOL', 'SERVICE_AREA', 'KITCHEN_CABINETS']",-23.555684,-46.678293
645,APARTMENT,Pinheiros,3500,1520,480,3,1,3,2,85,False,[],-23.556785,-46.680276
646,APARTMENT,Higienópolis,4900,3000,940,4,1,5,2,220,False,[],-23.546542,-46.657199
650,APARTMENT,Pinheiros,2200,250,150,2,0,2,-,60,False,[],-23.561896,-46.68889
651,APARTMENT,Sumarezinho,2920,1500,244,3,1,3,1,130,False,"['ELEVATOR', 'SERVICE_AREA', 'PARTY_HALL', 'BUILTIN_WARDROBE', 'KITCHEN_CABINETS']",-23.548374,-46.689864
652,APARTMENT,Perdizes,2000,860,65,3,0,2,1,94,False,"['ELEVATOR', 'KITCHEN', 'GATED_COMMUNITY', 'SERVICE_AREA', 'INTERCOM']",-23.533887,-46.686061
655,APARTMENT,Perdizes,2300,970,80,2,0,2,0,75,False,"['GARAGE', 'KITCHEN']",-23.538079,-46.669906
656,APARTMENT,Pinheiros,4200,805,280,2,1,2,1,60,False,"['POOL', 'GYM', 'BARBECUE_GRILL', 'KITCHEN', 'GOURMET_SPACE']",-23.566859,-46.691003
658,APARTMENT,Higienópolis,4285,1180,220,3,1,3,1,115,False,['SERVICE_AREA'],-23.549005,-46.657301
664,APARTMENT,Vila Anglo Brasileira,3400,790,,2,1,2,2,65,False,[],-23.533945,-46.693151
665,APARTMENT,Vila Pompéia,2150,750,122,2,0,2,1,60,False,[],-23.528687,-46.685394
670,APARTMENT,Vila Madalena,4985,1400,370,2,1,2,2,70,False,[],-23.552942,-46.69789
679,APARTMENT,Santa Cecília,4200,1709,756,3,1,2,2,206,False,"['KITCHEN', 'SERVICE_AREA', 'LAUNDRY']",-23.536437,-46.66064
681,APARTMENT,Santa Cecília,3390,1418,516,3,0,3,1,138,False,['SERVICE_AREA'],-23.537417,-46.656543
683,APARTMENT,Perdizes,3200,703,511,2,1,2,1,80,False,[],-23.542627,-46.674041
684,APARTMENT,Perdizes,3000,830,170,2,1,2,1,63,False,"['POOL', 'GYM', 'BARBECUE_GRILL', 'ELEVATOR', 'GATED_COMMUNITY']",-23.532811,-46.684316
685,APARTMENT,Pinheiros,3000,1200,600,2,1,1,1,70,True,"['FURNISHED', 'POOL', 'BALCONY', 'BARBECUE_GRILL', 'AIR_CONDITIONING']",-23.564782,-46.692142
698,APARTMENT,Pinheiros,4000,1300,200,2,0,1,1,80,True,"['FURNISHED', 'POOL', 'BALCONY', 'GYM', 'AIR_CONDITIONING']",-23.554158,-46.675321
699,APARTMENT,Cerqueira César,4000,1184,145,3,1,3,1,116,False,"['SERVICE_AREA', 'DINNER_ROOM']",-23.559071,-46.680028
703,APARTMENT,Perdizes,3600,893,213,3,1,2,1,110,False,"['POOL', 'ELEVATOR', 'SERVICE_AREA', 'PLAYGROUND', 'SPORTS_COURT']",-23.539155,-46.684293
705,APARTMENT,Pinheiros,4500,1250,200,2,-,3,1,100,False,"['ELEVATOR', 'KITCHEN', 'SECURITY_24_HOURS', 'PARTY_HALL', 'CABLE_TV']",-23.558299,-46.689777
707,APARTMENT,Vila Anglo Brasileira,4240,1580,480,3,1,2,2,170,False,"['SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL', 'SPORTS_COURT', 'COPA']",-23.531172,-46.691257
708,APARTMENT,Vila Madalena,4300,1600,347,3,1,1,2,94,False,"['SERVICE_AREA', 'GARDEN', 'DINNER_ROOM']",-23.541566,-46.701522
709,APARTMENT,Pinheiros,4985,2683,838,3,1,2,2,145,False,"['AIR_CONDITIONING', 'SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL', 'CLOSET']",-23.553691,-46.693052
712,APARTMENT,Perdizes,3200,1320,184,3,1,2,1,130,False,"['GYM', 'GARAGE', 'ELEVATOR', 'GARDEN', 'PLAYGROUND']",-23.540307,-46.6705
713,APARTMENT,Santa Cecília,5000,2974,1013,3,3,4,3,192,False,[],-23.536105,-46.656959
714,APARTMENT,Perdizes,2700,765,59,2,0,2,1,90,False,"['GARAGE', 'ELEVATOR', 'GARDEN', 'SPORTS_COURT']",-23.536306,-46.682316
715,APARTMENT,Perdizes,5000,1400,418,2,2,3,2,80,False,"['POOL', 'GYM', 'BARBECUE_GRILL', 'AIR_CONDITIONING', 'ELEVATOR']",-23.534012,-46.667539
716,APARTMENT,Perdizes,3500,1013,220,2,1,2,2,72,False,"['POOL', 'BALCONY', 'GYM', 'BARBECUE_GRILL', 'ELEVATOR']",-23.529676,-46.690934
717,APARTMENT,Perdizes,2500,720,98,2,0,2,1,64,False,"['POOL', 'GYM', 'BARBECUE_GRILL', 'ELEVATOR', 'GATED_COMMUNITY']",-23.534624,-46.679638
722,APARTMENT,Perdizes,3600,1153,427,3,1,2,2,102,False,"['POOL', 'GYM', 'AIR_CONDITIONING', 'ELEVATOR', 'GATED_COMMUNITY']",-23.533842,-46.681676
725,APARTMENT,Perdizes,2700,678,144,2,-,1,1,50,False,"['GYM', 'BARBECUE_GRILL', 'GATED_COMMUNITY', 'PARTY_HALL']",-23.534507,-46.685672
727,APARTMENT,Vila Pompéia,3300,880,110,3,-,2,2,72,False,"['BALCONY', 'SERVICE_AREA', 'GARDEN', 'PARTY_HALL', 'SPORTS_COURT']",-23.530753,-46.688148
728,APARTMENT,Vila Pompéia,4500,827,8230,4,2,5,2,127,False,"['POOL', 'GYM', 'BARBECUE_GRILL', 'ELEVATOR', 'GOURMET_SPACE']",-23.52763,-46.687577
733,APARTMENT,Pinheiros,4485,1600,515,3,1,2,2,108,False,"['SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL']",-23.56327,-46.684706
735,APARTMENT,Perdizes,3185,3000,928,3,2,3,3,170,False,"['BARBECUE_GRILL', 'SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL', 'CLOSET']",-23.533356,-46.66419
737,APARTMENT,Pinheiros,4500,,192,3,-,3,1,130,False,['ELEVATOR'],-23.561047,-46.689071
740,APARTMENT,Liberdade,1800,1207,59,2,-,2,1,75,False,[],-23.565261,-46.641569
741,APARTMENT,Perdizes,4890,1600,734,3,2,3,3,146,False,"['POOL', 'GOURMET_BALCONY', 'SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL']",-23.537275,-46.683758
746,APARTMENT,Pinheiros,3500,1338,451,3,1,4,2,95,False,"['POOL', 'GYM', 'ELEVATOR', 'GATED_COMMUNITY', 'GARDEN']",-23.554316,-46.681706
748,APARTMENT,Higienópolis,4485,3520,718,4,1,3,3,260,False,['SERVICE_AREA'],-23.54516,-46.655007
749,APARTMENT,Vila Pompéia,2500,1075,320,2,1,2,2,87,False,"['POOL', 'ELEVATOR', 'GATED_COMMUNITY', 'GARDEN']",-23.531706,-46.690074
751,APARTMENT,Pinheiros,3500,730,229,2,0,1,1,60,False,[],-23.555684,-46.678293
752,APARTMENT,Liberdade,1350,388,52,2,0,1,1,45,False,"['KITCHEN', 'GATED_COMMUNITY', 'SECURITY_24_HOURS']",-23.567169,-46.636053
754,APARTMENT,Vila Pompéia,2400,936,176,3,1,1,1,60,False,"['POOL', 'BALCONY', 'BARBECUE_GRILL', 'GARDEN', 'PLAYGROUND']",-23.52904,-46.687864
764,APARTMENT,Perdizes,2300,925,271,3,0,2,1,70,False,"['RECEPTION', 'PAY_PER_USE_SERVICES']",-23.532823,-46.682697
768,APARTMENT,Pinheiros,3500,1207,166,3,0,3,1,103,True,"['FURNISHED', 'GYM', 'GARAGE', 'ELEVATOR', 'KITCHEN']",-23.564742,-46.686582
769,APARTMENT,Sumarezinho,2820,1700,145,2,1,2,2,75,False,"['POOL', 'ELEVATOR', 'PARTY_HALL', 'SPORTS_COURT', 'BUILTIN_WARDROBE']",-23.550627,-46.690116
771,APARTMENT,Higienópolis,2500,1505,232,2,0,1,0,106,False,"['KITCHEN', 'GATED_COMMUNITY', 'SERVICE_AREA']",-23.542408,-46.66231
774,APARTMENT,Santa Cecília,3490,624,23,2,1,1,1,70,False,"['SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL']",-23.534813,-46.656062
777,APARTMENT,Pinheiros,3485,1035,90,3,0,2,1,87,False,"['SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL']",-23.554041,-46.679044
787,APARTMENT,Santa Cecília,3490,624,23,2,1,2,1,70,False,"['SERVICE_AREA', 'PLAYGROUND', 'PARTY_HALL']",-23.534813,-46.656062
790,APARTMENT,Pinheiros,2400,1343,405,2,-,2,2,70,False,"['SERVICE_AREA', 'GARDEN', 'PLAYGROUND', 'PARTY_HALL', 'BUILTIN_WARDROBE']",-23.555295,-46.677162
791,APARTMENT,Água Branca,4500,845,392,3,1,2,2,103,False,"['POOL', 'GYM', 'BARBECUE_GRILL', 'ELEVATOR', 'SERVICE_AREA']",-23.523405,-46.685056
